sigla_curso_ref,id_cadeira,nome_cadeira,ects,periodo,metodo_avaliacao,programa,num_alunos,docentes,url_curso
MEGIE,564560566185394,Atividades Extracurriculares I,3.0,2º Semestre,,,5,Miguel Simões Torres Preto,https://fenix.tecnico.ulisboa.pt/disciplinas/AExt16212/2025-2026/1-semestre
MEGIE,564560566185514,Gestão de Inovação e Design Thinking,6.0,P3,,,138,João Manuel Azenha Martins da Silva | Gonçalo Nuno Alfredo Cardeal | Joana Serra da Luz Mendonça,https://fenix.tecnico.ulisboa.pt/disciplinas/GIDT112/2025-2026/1-semestre
MEGIE,564560566185805,Aspectos Sociais e Comportamentais dos Transportes,3.0,P3,,,39,Paulo Manuel da Fonseca Teixeira,https://fenix.tecnico.ulisboa.pt/disciplinas/ASCT112/2025-2026/1-semestre
MEGIE,564560566192553,Atividades Extracurriculares II,3.0,2º Semestre,,,2,,https://fenix.tecnico.ulisboa.pt/disciplinas/AExt163610/2025-2026/2-semestre
MEGIE,564560566185526,Gestão de Sistemas de Energia,6.0,P3,A avalia&ccedil;&atilde;o baseia-se em: (i) trabalhos de casa (question&aacute;rios de autoavalia&ccedil;&atilde;o) &#x2013; 10%; (ii) 3*MAP15 &#x2013; 30%; (iii) projeto do estudante &#x2013; 60%.  Nota final: M&aacute;x [(10% QAA + 30% MAP15 + 60% Projeto); (60% Projeto * 40% Exame)].,,136,Joana Correia de Oliveira de Portugal Pereira | Patrícia De Carvalho Baptista | Paulo Manuel Cadete Ferrão,https://fenix.tecnico.ulisboa.pt/disciplinas/GSEne112/2025-2026/1-semestre
MEGIE,564560566185083,Economics of Innovation - Iseg,6.0,2º Semestre,,,0,,https://fenix.tecnico.ulisboa.pt/disciplinas/EIIse2/2025-2026/1-semestre
MEGIE,564560566185729,Econometria,6.0,P3,Final grade = 25% MAP45 + 25% MAP45 + 15% Project 1 + 15% Project 2 + 10% Lab1 + 10% Lab2  Lab1 &#x2013; Small exercise (20 minutes) in the Lab of week 5.  Lab2 &#x2013; Small exercise (20 minutes) in the Lab of week 15.  (Project 1 + Project 2) minimum average grade: 9;5  Minimum average MAPs grade: 8  Exam replaces (only) the average of both MAPs45; if greater.  Students fail the course if they engage in cheating or plagiarism.,,117,Hugo Miguel Fragoso de Castro Silva,https://fenix.tecnico.ulisboa.pt/disciplinas/EFin112/2025-2026/1-semestre
MEGIE,564560566192492,Modelação e Optimização de Sistemas,6.0,P3,,,45,Sérgio Filipe Assunção Batista | José Rui De Matos Figueira,https://fenix.tecnico.ulisboa.pt/disciplinas/MOSis3610/2025-2026/2-semestre
MEGIE,564560566192368,Energias Renováveis e Produção Descentralizada,6.0,P3,Avalia&ccedil;&atilde;o Cont&iacute;nua (100%):  - Testes (NT): 2 Testes (NT1;NT2) com dura&ccedil;&atilde;o de 30 minutos; igual peso e nota m&iacute;nima de 9;5 valores na m&eacute;dia dos dois testes.  Classifica&ccedil;&atilde;o Final: NF = 0;5xNT1+0;5xNT2  Na &Eacute;poca de Exames os alunos que n&atilde;o realizaram os Testes; ou que pretendam melhorar a classifica&ccedil;&atilde;o de um ou dos dois Testes; poder&atilde;o faz&ecirc;-lo. O exame; com dura&ccedil;&atilde;o total de 60 minutos; ser&aacute; constitu&iacute;do por duas partes de 30 minutos cada (NR1;NR2) para permitir a repescagem dos Testes.  NR = 0;5x( Max(NT1;NR1) + Max(NT2;NR2) )  Classifica&ccedil;&atilde;o Final: NF = 0;5x( Max(NT1;NR1) + Max(NT2;NR2) )&nbsp;,,98,Rui Manuel Gameiro de Castro | André Miguel Figueira Cardoso | Hugo Gabriel Valente Morais,https://fenix.tecnico.ulisboa.pt/disciplinas/ERPD23610/2025-2026/2-semestre
MEGIE,1971935449712479,Sistemas de Saúde,6.0,P3,A avaliação é feita através de dois trabalhos de grupo; de dois trabalhos individuais; e de um exame individual. Nos dois trabalhos de grupo os alunos farão um trabalho num tópico com referência ao sistema de saúde português (preparando um relatório e fazendo uma apresentação em aula); e construirão modelos para apoiar a gestão clínica e em saúde num conjunto de problemas (com implementação de modelos e em software adequado). Nos dois trabalhos individuais os alunos efetuarão pequenos ensaios críticos e/ou participação em jogos de simulação relacionados com desafios de sistemas de saúde. Os alunos serão adicionalmente avaliados num exame.  Componentes de avaliação:  •	Trabalho de grupo 1: 25%  •	Trabalho de grupo 2: 15%  •	Ensaio 1: 7;5%  •	Ensaio ou jogo 2: 7;5%  •	Exame: 45%,,149,Dario Del Cuore | Mário Jorge Costa Gaspar da Silva | Paulo Jorge de Morais Zamith Nicola | Eduardo Polena Pacheco Araújo Costa | Mónica Duarte Correia de Oliveira | Ana Catarina Lopes Vieira Godinho de Matos,https://fenix.tecnico.ulisboa.pt/disciplinas/SSau/2025-2026/1-semestre
MEGIE,564560566192455,Economia,6.0,P4,,,68,João Manuel Jorge Estêvão | Eduardo Polena Pacheco Araújo Costa,https://fenix.tecnico.ulisboa.pt/disciplinas/Econ3610/2025-2026/2-semestre
MEGIE,564560566185525,Sistemas de Produção na Indústria 4.0 Sustentável,3.0,P3,,,0,,https://fenix.tecnico.ulisboa.pt/disciplinas/SPI112/2025-2026/1-semestre
MEGIE,564560566185523,Gestão de Projectos de Engenharia,6.0,P3,Componentes de avalia&ccedil;&atilde;o:       MAP45 (Semana 13): 30% (nota m&iacute;nima: 8/20)   MAP45 (Semana 16): 30% (nota m&iacute;nima: 8/20)   Projeto: 40% (nota m&iacute;nima: 9;5/20)  O Projeto inclui duas entregas interm&eacute;dias com feedback; entrega final (relat&oacute;rio completo); apresenta&ccedil;&atilde;o oral:           1.&ordf; entrega: Semana 12   2.&ordf; entrega: Semana 14   Apresenta&ccedil;&atilde;o e discuss&atilde;o do projeto: Semana 16   Entrega final: Semana 16,,123,Pedro Miguel Leão Veloso Dias | Rafael Alexandre Pires Miranda,https://fenix.tecnico.ulisboa.pt/disciplinas/GPE222/2025-2026/1-semestre
MEGIE,564560566192605,Marketing da Inovação e Novos Produtos - Iseg,6.0,2º Semestre,,,10,,https://fenix.tecnico.ulisboa.pt/disciplinas/MINPI3610/2025-2026/2-semestre
MEGIE,564560566185947,Fundamentos de Sistemas de Informação,6.0,P3,(See the English version),,62,Alberto Manuel Rodrigues da Silva,https://fenix.tecnico.ulisboa.pt/disciplinas/AOSI6/2025-2026/1-semestre
MEGIE,564560566185391,Dissertação em Engenharia e Gestão da Inovação e Empreendedorismo,30.0,2º Semestre,,,5,Miguel Simões Torres Preto,https://fenix.tecnico.ulisboa.pt/disciplinas/DEGIE112/2025-2026/1-semestre
MEGIE,564560566192120,Research; Innovation and Global Trends - Iseg,3.0,2º Semestre,,,11,,https://fenix.tecnico.ulisboa.pt/disciplinas/RIaGTI10/2025-2026/2-semestre
MEGIE,564560566192555,Atividades Extracurriculares I,3.0,2º Semestre,,,3,,https://fenix.tecnico.ulisboa.pt/disciplinas/AExt173610/2025-2026/2-semestre
MEGIE,564560566185728,Bioengenharia e Empreendedorismo,3.0,P3,,,27,Nuno Ricardo Torres Faria | Frederico Castelo Alves Ferreira,https://fenix.tecnico.ulisboa.pt/disciplinas/BEmp112/2025-2026/1-semestre
MEGIE,564560566185697,Conceção Centrada no Utilizador,6.0,P3,&Eacute;poca Normal  - Com base num&nbsp;projeto em grupo&nbsp;de cinco elementos ao longo das sete semanas de aulas  - Avalia&ccedil;&otilde;es laboratoriais; de presen&ccedil;a obrigat&oacute;ria; nas semanas 2 e 4 (20%)  - Apresenta&ccedil;&otilde;es finais; de presen&ccedil;a obrigat&oacute;ria; na semana 6 (40%)*  - Submiss&atilde;o&nbsp;online&nbsp;do relat&oacute;rio final na semana 7 (30%)*  - Avalia&ccedil;&atilde;o aos colegas de grupo;&nbsp;peer evaluation; na semana 7&nbsp;(10%)*      &nbsp;- Nota m&iacute;nima de 9.5v na soma das componentes * (40% + 30% + 10%)    Trabalhadores-Estudantes (TEs)  - Os alunos com estatuto de TE; corretamente identificados no Fenix como tal; devem falar com o respons&aacute;vel da UC no in&iacute;cio do semestre  - Realizar&atilde;o um&nbsp;projeto em grupo&nbsp;com outros TEs  - Submiss&atilde;o&nbsp;online&nbsp;do relat&oacute;rio de progresso nas semanas 2 e 4 (20%)  - Submiss&atilde;o&nbsp;online&nbsp;de um v&iacute;deo com a apresenta&ccedil;&atilde;o final do projeto na semana 6 (40%)*  -&nbsp;Submiss&atilde;o&nbsp;online&nbsp;do relat&oacute;rio final na semana 7 (30%)*  - Avalia&ccedil;&atilde;o aos colegas de grupo;&nbsp;peer evaluation; na semana 7&nbsp;(10%)*  - Nota m&iacute;nima de 9.5v na soma das componentes * (40% + 30% + 10%),,116,Catarina Gonçalves Fidalgo | Valentina Nisi | Aikaterini Christina Inglezaki | Mafalda Da Costa Veigas | Inês Câmara Viveiros Vara Alves | Filipa Gravato de Matos de Sousa Rocha | Duarte Nuno Jardim Nunes,https://fenix.tecnico.ulisboa.pt/disciplinas/CCU112/2025-2026/1-semestre
MEGIE,564560566185393,Desenvolvimento de Produto e Empreendedorismo,6.0,P3,,,100,Elsa Maria Pires Henriques | Marco Alexandre De Oliveira Leite | António Pedro Dias Alves de Campos,https://fenix.tecnico.ulisboa.pt/disciplinas/DPE112/2025-2026/1-semestre
MEGIE,564560566192364,Produção de Conteúdos Multimédia,6.0,P3,,,69,Samuel Simão Canada Gomes | José Bernardo Guimarães Rocha | Joaquim Armando Pires Jorge | Daniel Jorge Viegas Gonçalves,https://fenix.tecnico.ulisboa.pt/disciplinas/PCM3610/2025-2026/2-semestre
MEGIE,564560566192283,Design de Serviços,6.0,P3,,,40,Valentina Nisi,https://fenix.tecnico.ulisboa.pt/disciplinas/DSer3610/2025-2026/2-semestre
MEGIE,564560566185778,Políticas Públicas para Energia,6.0,P3,,,22,Carlos Maria Ubach Chaves E David Calder,https://fenix.tecnico.ulisboa.pt/disciplinas/PPEne112/2025-2026/1-semestre
MEGIE,564560566185528,Modelos de Apoio à Decisão,6.0,P3,Evaluation components:           &#x25cf;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Group work (GW) 1: 35%  &#x25cf;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Group work (GW) 2: 15%  &#x25cf;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Other (videos and associated quizzes): 10%  &#x25cf;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Exam (E): 40%  &nbsp;  Minimum grades for the evaluation components:  &#x2b9a;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 9.5 values for GW1  &#x2b9a;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8 values for the Exam (E); being E1 and E2 the exams in the Normal Season and in the Appeal Season; respectively.  &nbsp;&nbsp;  The final grade (FG) is calculated as follows:  &nbsp;  FG = 0.35 * GW1 + 0.15 * GW2 + 0.10 * Other + 0.40 * max {E1; E2}    You pass this course if you completed all evaluation components and your&nbsp;final grade&nbsp;is greater or equal to 9.5 values.&nbsp;,,67,Ana Catarina Lopes Vieira Godinho de Matos | Ana Flavia Alves dos Santos,https://fenix.tecnico.ulisboa.pt/disciplinas/MADec112/2025-2026/1-semestre
MEGIE,564560566185802,Transportes e Sustentabilidade,3.0,P3,Estrutura da avalia&ccedil;&atilde;o:     1. Apresenta&ccedil;&atilde;o e discuss&atilde;o de artigos (ADP): 25%.       2. Projeto (P): 45%.       3. Exame Final (E): 30%.       C&aacute;lculo da Nota Final (NF): &nbsp;NF = 25% x ADP + 45% x P + 30% x E       Cada componente &eacute; classificado numa escala de 20 pontos.&nbsp;       A nota final &eacute; a soma ponderada de todos os componentes; arredondada para o n&uacute;mero inteiro mais pr&oacute;ximo.&nbsp;       &Eacute; exigida uma nota m&iacute;nima de 8 valores em todos os componentes.,,36,Filipe Manuel Mercier Vilaça e Moura,https://fenix.tecnico.ulisboa.pt/disciplinas/TSus112/2025-2026/1-semestre
MEGIE,564560566185688,Gestão de Cadeias de Abastecimento,6.0,P3,Assessment Method:     Two Midterm Assessments (MAPs) or Final Exam (50%)Note: A minimum average grade of 8/20 across both MAPs or on the final exam is required to pass.   Theoretical Classes &#x2013; Attendance &amp; Participation (10%)       Group Work (40% total):         Project Report (20%)     Case Study Reports (15%)Case studies are analyzed in five classes throughout the semester. Reports must be submitted within 24 hours of the class. Absence from these sessions will result in penalties.     Case Study Presentation &amp; Discussion (5%)Each group will present and discuss one case study in class. Case study classes are held once per week in the practical classes.       For Working Students:For students with professional commitments; assessment may be based entirely on MAPs or the Final Exam (100%).,,129,Vânia Filipa Barbosa Veloso | Cátia Rafaela Ferreira Medeiros da Silva Coelho | Ana Paula Ferreira Dias Barbosa Póvoa | Catarina Mansilha dos Santos Pinto,https://fenix.tecnico.ulisboa.pt/disciplinas/GCA112/2025-2026/1-semestre
MEGIE,564560566185506,Métodos Estatísticos em Data Mining,6.0,P3,A avalia&ccedil;&atilde;o de conhecimentos tem duas componentes: Exame escrito e Projeto (com apresenta&ccedil;&atilde;o). O Projeto ser&aacute; realizado em grupo at&eacute; 5 alunos.&nbsp; Nota final=0.5*Nota Exame + 0.5* Nota Projeto.&nbsp; Para aprova&ccedil;&atilde;o; a nota final ter&aacute; de ser maior ou igual a 9.5; sendo que no Exame a nota m&iacute;nima &eacute; de 7 valores.&nbsp; O exame &eacute; com consulta da parte te&oacute;rica.&nbsp;,,81,Maria da Conceição Esperança Amado,https://fenix.tecnico.ulisboa.pt/disciplinas/MEDM112/2025-2026/1-semestre
MEGIE,564560566185552,Gestão Logística e de Operações,6.0,P3,Assessment Method:   40% of the grade is based on a 45-minute evaluation.  30% of the grade is based on a group project conducted outside class.  30% of the grade is based on 3 cases conducted in class and by groups.  The classes are taught in English.,,88,Tânia Rute Xavier de Matos Pinto Varela | Inês Marques Proença | Inês Ralheta Duarte,https://fenix.tecnico.ulisboa.pt/disciplinas/GLO112/2025-2026/1-semestre
MEGIE,564560566185870,Valorização Energética de Resíduos,6.0,P3,Students must develop a project in groups of four throughout the period on a topic of their own choice; which requires validation by the staff.  The project should be subject to:  &middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; A flash presentation (5 min + comments from the audience) to be carried out in the seminar classes of the second/third week of classes ; this flash presentation; in PowerPoint format; should contain the chosen topic; the scope; and the corresponding rationale.  &middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; A final delivery consisting of an oral presentation (15 min + discussion) in the two final weeks of course classes. The presentation should be delivered in PowerPoint format before the presentations (end of the week before) and should include for each slide; a short text with relevant comments that allow the reader to understand the presentation without attending it. This set of comments should be supported by scientific literature cited in an accepted standard form. After the presentation; a discussion with the group will occur; which may have questions directed at specific group members.  The project makes 70% of the final grade; from which 10% corresponds to the flash presentation; 30 % to the oral presentation and 60 % to the discussion. The grade from the discussion may be different for different group members.  The remainder 30% of the final grade is an individual evaluation consisting of 2 components:  &middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; MAP45 will be carried out in the final week of classes before the presentations; with forty multiple-choice questions &#x2013; this will account for 20 % of the final grade. The questions in the MAP45 will include all the material covered in the classes and will include; or be solely composed of; questions from the second individual component - see the next bullet.  &middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The students should submit one multiple-choice question; including the resolution; answer; and corresponding justification. This will account for 10 % of the final individual grade. The question should be based on a specific section of the subjects covered in the course. Only materials taught in classes are admitted as valid to the evaluation procedure. The assignment of subjects to students will be done one week prior to the delivery date to be set. All questions will be published on the course webpage. A selection of the questions will be included in MAP45.  Recovery Exam  As per the rules of IST; all the individual continuous evaluation components can be recovered in the normal examination period. This covers the two individual components; which can be recovered independently:  1) MAP45; also composed of forty multiple-choice questions will account for 20 % of the final grade. (45 min)  2) Answering one open question will account for 10 % of the final grade and stands for the recovery of the multiple-choice question submission. (15 min)  This recovery exam will take place on the first examination period; starting with the MAP45. The students will be able to recover either or both of the individual evaluation components. The students must be present at the beginning of the exam; independently of the part to be recovered. As per IST&#x2019;s rules; the best grade for each component will be retained.,,73,Maria Amélia Nortadas Duarte de Almeida Lemos | Francisco Manuel Da Silva Lemos,https://fenix.tecnico.ulisboa.pt/disciplinas/VER2/2025-2026/1-semestre
MEGIE,564560566192251,Avaliação e Gestão do Risco,6.0,P4,,,96,Rafael Alexandre Pires Miranda,https://fenix.tecnico.ulisboa.pt/disciplinas/AGRP3610/2025-2026/2-semestre
MEGIE,564560566185521,Ecologia Industrial,6.0,P3,,,107,Paulo Manuel Cadete Ferrão | Ricardo Filipe De Melo Teixeira,https://fenix.tecnico.ulisboa.pt/disciplinas/EI112/2025-2026/1-semestre
MEGIE,564560566185624,Estúdio de Design de Interação,6.0,P3,A unidade curricular (UC) &eacute; avaliada atrav&eacute;s de duas componentes:   1. Projeto (80%; nota m&iacute;nima 9.5v)  Projeto de grupo (cinco elementos) que estar&aacute; dispon&iacute;vel desde o primeiro dia das aulas. Existem duas entregas; nas semana cinco e sete; que consistem na apresenta&ccedil;&atilde;o do projecto nas aulas de laborat&oacute;rio e uma submiss&atilde;o via Fenix. Apenas a entrega da semana sete ser&aacute; avaliada.   2. Laborat&oacute;rios (20%)  Os dois primeiros laborat&oacute;rios da UC ser&atilde;o avaliados (10% + 10%). Os alunos ser&atilde;o expostos a um desafio de intera&ccedil;&atilde;o e ser&atilde;o guiados num processo de desenho. O objetivo &eacute; familiarizar os alunos com novas metodologias e m&eacute;todos de investiga&ccedil;&atilde;o que lhes ser&atilde;o &uacute;teis no projecto &#x2013; este trabalho laboratorial &eacute; realizado com o mesmo grupo de cinco elementos do projeto.,,100,Beatriz Severes Lopes | Pedro Miguel Tomé dos Reis Pesca | Teresa Alexandra de Almeida Joaquim | Inês Alexandra do Côrro Caetano | Augusto Emanuel Abreu Esteves,https://fenix.tecnico.ulisboa.pt/disciplinas/DIIC112/2025-2026/1-semestre
MEGIE,564560566185515,Engenharia Económica,6.0,P3,,,141,Rui André Pereira Agostinho | Jorge Manuel Agostinho Robalo | Carla Maria do Rosário Costa,https://fenix.tecnico.ulisboa.pt/disciplinas/EEco112/2025-2026/1-semestre
MEGIE,564560566192412,Inteligência Artificial,6.0,P4,,,249,Fabio Augusto Faria | Helena Sofia Andrade Nunes Pereira Pinto,https://fenix.tecnico.ulisboa.pt/disciplinas/IArt23610/2025-2026/2-semestre
MEGIE,564560566185392,Economia e Mercados de Energia,6.0,P3,Avalia&ccedil;&atilde;o Cont&iacute;nua (100%):  - Testes (NT): 2 Testes (NT1;NT2) com dura&ccedil;&atilde;o de 30 minutos; igual peso e nota m&iacute;nima de 9;5 valores na m&eacute;dia dos dois testes.  Classifica&ccedil;&atilde;o Final: NF = 0;5xNT1+0;5xNT2  Na &Eacute;poca de Exames os alunos que n&atilde;o realizaram os Testes; ou que pretendam melhorar a classifica&ccedil;&atilde;o de um ou dos dois Testes; poder&atilde;o faz&ecirc;-lo. O exame; com dura&ccedil;&atilde;o total de 60 minutos; ser&aacute; constitu&iacute;do por duas partes de 30 minutos cada (NR1;NR2) para permitir a repescagem dos Testes.  NR = 0;5x( Max(NT1;NR1) + Max(NT2;NR2) )   Classifica&ccedil;&atilde;o Final: NF = 0;5x( Max(NT1;NR1) + Max(NT2;NR2) )&nbsp;,,146,Tomás Nunes Correa de Penha Monteiro | Hugo Gabriel Valente Morais | Rui Manuel Gameiro de Castro,https://fenix.tecnico.ulisboa.pt/disciplinas/EMEne4112/2025-2026/1-semestre
MEGIE,564560566185955,Organização Industrial,6.0,P3,Avalia&ccedil;&atilde;o 100% cont&iacute;nua com dois MAP45; o primeiro a valer 30% e o segundo a valer 60%; mais um pequeno projeto de grupo de aplica&ccedil;&atilde;o a um caso real com entrega na &uacute;ltima semana de aulas antes do Natal e apresenta&ccedil;&atilde;o em aula na &uacute;ltima semana de aulas (janeiro) a valer 10%. Nota m&iacute;nima de 8 em cada MAP. Alternativamente; exame &uacute;nico com toda a mat&eacute;ria a valer 100%.,,18,Maria Margarida Martelo Catalão Lopes de Oliveira Pires Pina | Inês Gaspar Simões Raposo | Eduardo Polena Pacheco Araújo Costa,https://fenix.tecnico.ulisboa.pt/disciplinas/OInd114/2025-2026/1-semestre
MEGIE,564560566192167,Arquitetura Empresarial,6.0,P3,Final Grade =0;40 x Theoretical Evaluation+ 0;30 x Project + 0;30 x Homework  &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   Theoretical Evaluation:   Grade = Exam  minimum grade:&nbsp; 8 points  &nbsp;  Project:  EA project (2 deliveries)  Grade = 0;20 x 1st Delivery + 0;80 x (Final Delivery+Discussion)  minimum grade :&nbsp; 8;0 points  &nbsp;  Homework  - 4 Homeworks (weekly)  - individual exercises (1 per week)  - Homework Grade = Average (Homeworks grades)  &nbsp;  &nbsp;  *** Working students:  Final Grade =&nbsp; 1;00 x Final Exam  No Project  minimum grade :&nbsp; 9;5 points  &nbsp;  *** &Eacute;poca Especial:  Final Grade =&nbsp; 1;00 x Final Exam  No Project  minimum grade :&nbsp; 9;5 points,,53,Pedro Manuel Moreira Vaz Antunes de Sousa | André Ferreira Ferrão Couto e Vasconcelos,https://fenix.tecnico.ulisboa.pt/disciplinas/APFSI3610/2025-2026/2-semestre
MEGIE,564560566192554,Dissertação em Engenharia e Gestão da Inovação e Empreendedorismo,30.0,2º Semestre,,,19,,https://fenix.tecnico.ulisboa.pt/disciplinas/DEGIE3610/2025-2026/2-semestre
MEGIE,564560566185878,Seminários sobre Inovação e Desenvolvimento Sustentável,6.0,P3,,,84,Marta Ramilo Abrantes | António Miguel Areias Dias Amaral,https://fenix.tecnico.ulisboa.pt/disciplinas/SIDS2/2025-2026/1-semestre
MEQ21,564560566192733,Tecnologias Verdes e Estratégias de Decisão,6.0,P4,,,74,Carlos Miguel Calisto Baleizão | Frederico Castelo Alves Ferreira,https://fenix.tecnico.ulisboa.pt/disciplinas/TV10/2025-2026/2-semestre
MEQ21,564560566192734,Economia Circular para Plásticos,6.0,P3,,,36,Maria do Rosário Gomes Ribeiro,https://fenix.tecnico.ulisboa.pt/disciplinas/ECPla10/2025-2026/2-semestre
MEQ21,3097835356553313,Projecto em Engenharia Química,12.0,2º Semestre,Desenvolver um projeto de engenharia processual realizado por grupos de 5. Este terá as seguintes componentes: avaliações intercalares em marcos pré-definidos e avaliação final. A avaliação intercalar baseia-se em "peer review". Será também entregue um relatório final (Projecto)A classificação final resultará da ponderação de quatro componentes:1) avaliação contínua (30%). 2) qualidade do relatório (30%) ;3) apresentação (10%)  e 4) discussão (30%),,4,,https://fenix.tecnico.ulisboa.pt/disciplinas/PEQuim/2025-2026/2-semestre
MEQ21,564560566185881,Biocombustíveis,6.0,P3,NF=(0.6Test45/Ex+0.3P+0.1T10S)  Teste45- 2 Test45 ; m&eacute;dia dos 2 (&gt;= 8/20)&nbsp;  Teste10S- Quiz sobre os semin&aacute;rios- melhores 2 de 3&nbsp;  P- Projecto em grupo (3/4 alunos) (&gt;9.5/20)    Ex- Exame de 2h (&gt;=8/20),,46,Luís Joaquim Pina da Fonseca | Maria Cristina De Carvalho Silva Fernandes | Diogo Miguel Franco dos Santos | Maria Joana Castelo-Branco de Assis Teixeira Neiva Correia,https://fenix.tecnico.ulisboa.pt/disciplinas/Bioc2/2025-2026/1-semestre
MEQ21,564560566185869,Segurança e Utilidades Industriais,6.0,P3,Nota final= (0.66MAP45/Ex + 0.14P + 0.20L)    MAP45- 3 MAP45&nbsp; (66%)  Nota: o 3.&ordm; MAP45 ser&aacute; na 1.&ordf; data de exame.    P- 1 Caso- estudo -Aspen &nbsp;(14%)    L- 2 relat&oacute;rios dos trabalhos de laborat&oacute;rio (20%)      Exame &gt;=&nbsp;8/20  Nota final &gt;=9;5/20    Os alunos t&ecirc;m direito a duas oportunidades de avalia&ccedil;&atilde;o (incluindo cada um dos MAPs); podendo ser uma delas utilizada para melhoria de nota.  A repescagem/melhoria dos dois primeiros&nbsp; MAP45 pode ser efectuada na 1.&ordf; data de exame&nbsp;ou; em alternativa;&nbsp;na data do exame de recurso (obviamente cada aluno s&oacute; pode melhorar cada componente uma vez). &nbsp;  A melhoria do 3.&ordm; MAP45 poder&aacute; ser efectuada na data do exame de recurso.  Os alunos que optarem por exame podem fazer melhoria de nota no exame da &eacute;poca de recurso.     &nbsp;,,93,Henrique Aníbal Santos de Matos | Carlos Manuel Faria de Barros Henriques | Moisés Luzia Gonçalves Pinto | Marta Alexandra Marques Alves | Rita Briz Müller Assis dos Santos | José Maria Galvão Teles Santos Pereira | Sofia Canteiro Aparício | Maria Joana Castelo-Branco de Assis Teixeira Neiva Correia | Maria Tereza Angelino Reis,https://fenix.tecnico.ulisboa.pt/disciplinas/SUI2/2025-2026/1-semestre
MEQ21,564560566192732,Controlo Avançado de Processos,6.0,P3,,,6,Carla Isabel Costa Pinheiro,https://fenix.tecnico.ulisboa.pt/disciplinas/CAP10/2025-2026/2-semestre
MEQ21,564560566185884,Engenharia Humanitária,6.0,P3,Projecto: Trabalho bibliogr&aacute;fico sobre um tema (70%)       Selecionado pelos alunos (requer valida&ccedil;&atilde;o pelos docentes)       Apresenta&ccedil;&atilde;o (15 minutos) + Discuss&atilde;o (20 min.) nas aulas finais (17 e&nbsp; 22 de Outubro)&nbsp;       Realizado em grupos de 2 alunos.      &nbsp;    * 3 Mini-relat&oacute;rios (ou Mini-testes ou Apresenta&ccedil;&otilde;es Flash) (3 x 10%):         avalia&ccedil;&atilde;o individual&nbsp; em aula.,,23,Bruno Filipe Lopes Gouveia | Marta Ramilo Abrantes | José Manuel De Saldanha Gonçalves Matos | Filipa Maria Santos Ferreira | Maria Amélia Nortadas Duarte de Almeida Lemos | Francisco Manuel Da Silva Lemos | Edgar Caetano Fernandes | Maria del Carmen Bacariza Rey,https://fenix.tecnico.ulisboa.pt/disciplinas/EHum2/2025-2026/1-semestre
MEQ21,564560566185866,Atividades Extracurriculares II,3.0,2º Semestre,,,11,Henrique Aníbal Santos de Matos,https://fenix.tecnico.ulisboa.pt/disciplinas/AExt3/2025-2026/1-semestre
MEQ21,564560566192730,Design de Nanomateriais,6.0,P4,,,27,Pedro Miguel Neves Ribeiro Paulo | Carlos Miguel Calisto Baleizão | José Paulo Sequeira Farinha,https://fenix.tecnico.ulisboa.pt/disciplinas/DNan10/2025-2026/2-semestre
MEQ21,564560566185867,Armazenamento de Energia,6.0,P3,The course evaluation includes    2 moments of written evaluation - 40%    A project divided in 2 parts in which students must develop a work; deliver a presentation/video and discuss it with the professors. 60%        All evaluation components are mandatory.        More details for each component is given in the course introduction&nbsp;,,109,Diogo Miguel Franco dos Santos | Marta Ramilo Abrantes | Maria de Fátima Grilo da Costa Montemor,https://fenix.tecnico.ulisboa.pt/disciplinas/AEne2/2025-2026/1-semestre
